CODLINHA,NOMELINHA,CODVEICULO,NUMEROCARTAO,DATAUTILIZACAO,COMPLETENESS,CONSISTENCY,CONFORMITY
3CY,,BH1843,3417149,06/11/33 05:45:12,80,0,75
182,PRIMAVERA,,4266058,,60,40,50
,PQ.INDUSTRIAL,97U8499,3401160,30/03/18 00:30:03,80,20,50
,,74218,98845,25-10-15 00:59:39,60,20,50
,OPER S/LINHA,03001,,31/10/23 20:02:08,60,40,50
,OPER S/LINHA,TES1949,,,40,20,0
272,,,5,25/10/15 17:50:35,60,40,75
021,,BB604,3401295,,60,40,75
322,,,3401295,,40,20,50
,,QV064,3392611,,40,0,50
M,,,3399775,30/10/21 16:15:08,60,0,50
,OPER S/LINHA,XL555,,25-10-15 2:59:2,60,40,25
,OPER S/LINHA,06U076,3396224,,60,20,25
000,OPER S/LINHA,,3397322,,60,60,50
323,OPER S/LINHA,25406D,,25/10/15 11:50:50,80,60,50
1A5,INTERBAIRROS III,,,25-10-15 22:08:00,60,40,25
000,,55136,,25-10-15 00:43:33,60,40,50
366,OPER S/LINHA,AC926,98B,25-10-15 14:4:2,100,80,50
650,,,,25/10/15 14:02:55,40,40,50
,OPER S/LINHA,,,,20,20,0
000,OPER S/LINHA,,,25/10/15 15:31:30,60,80,50
K9R,INTERBAIRROS IV,SM5996,3737,25-10-15 21:32:03,100,40,50
650,MAD. CENTENÁRIO,77233,,,60,40,50
,,LC851,3350261,,40,20,50
P4E8,OPER S/LINHA,,10054875,,60,20,25
000,,4645840,,25-10-15 23:27:01,60,40,25
TSP,OPER S/LINHA,,,31/08/48 11:13:18,60,40,50
,OPER S/LINHA,,52495052396,22/11/06 00:08:03,60,20,25
TSQ,OPER S/LINHA,,,25-10-15 00:21:7,60,60,25
000,OP. CONTIGENCIA,MJE549Y,,,60,40,25
,OPER S/LINHA,FM026,3374019,,60,20,50
,OPER S/LINHA,,70157343121,25/10/15 07:25:57,60,40,25
,OPER S/LINHA,,59440856143y,25/10/15 10:25:39,60,40,25
G544,TUBO XAXIM,,3398211,,60,20,25
599,OPER S/LINHA,,,,40,20,25
000,,,3400187,,40,20,50
000,,,3400187,,40,20,50
CF7V8,,03043,,25-10-15 14:05:41,60,40,25
,,47R6263,204t,,40,0,0
OPC,,IP267,,,40,20,50
OPC,OP. CONTIGENCIA,AC850,3462R,,80,80,50
,OPER S/LINHA,LC012,949911249146,25/10/15 17:08:15,80,60,50
3,OPER S/LINHA,,,25-10-15 00:04:47,60,40,0
189,,LC012,5,05/10/82 00:07:33,80,40,100
561,GUILHERMINA,077458,,,60,60,25
901,V. RENO,7X023C,3371040,25/10/15 07:31:12,100,60,75
T,,,,,20,0,0
A37M3,OPER S/LINHA,4L979,226371571713,,80,20,0
3L2P6,INTERBAIRROS IV,,,,40,20,0
000,,JC403,3377552,25/10/15 11:41:24,80,40,100
,,,43220395,,20,0,25
000,OP. CONTIGENCIA,,,,40,40,25
,,,3344123,25/10/15 06:29:48,40,20,50
WBX0,OP. CONTIGENCIA,38908,416806444L,,80,20,25
,JD. LUDOVICA,MZS059R,,,40,20,0
,,35640,1786310247596l,25/10/15 12:11:55,60,20,50
,,728631,076872K,,40,0,0
000,,O719806,4951280702500,25-10-15 22:0:9,80,40,25
D2N,OPER S/LINHA,WT250,,25-10-15 16:03:49,80,40,50
,TRABALHADOR,9XE626,8605818676,25-10-15 00:33:59,80,40,25
,,47106,,25-10-15 12:19:39,40,20,25
,,37236,,,20,0,25
OPC,S.RITA/PINHEIRIN,31895,,25-10-15 20:47:02,80,60,50
,,9E542,6404737P,25-10-15 20:03:4,60,20,0
000,,02030,,,40,40,50
535,OSTERNACK/BOQ.,,,31/10/72 20:26:02,60,60,50
205,OPER S/LINHA,1IN5976,3391656,,80,40,50
3M9,,,,03/02/10 22:03:06,40,0,50
,INTERBAIRROS IV,29D4628,4204619,25-10-15 11:7:52,80,40,25
522,OPER S/LINHA,EA188,3373827,25/10/15 12:16:28,100,80,100
,PETRÓPOLIS,00036,3373827,,60,40,50
000,OPER S/LINHA,,,,40,60,25
,OPER S/LINHA,76933,3373290,25-10-15 8:5:02,80,40,50
,,,3392984,11/03/79 00:05:08,40,0,50
,OPER S/LINHA,SH9860,,25-10-15 00:32:02,60,40,0
000,,10C6406,3360569,30/09/61 19:00:10,80,20,75
OPC,BARREIRINHA,,,,40,40,25
,,,,,0,0,0
,,,,30/09/38 00:04:03,20,0,25
8B,INTERBAIRROS IV,26723,,25/10/15 05:22:00,80,40,50
,,169258P,9719494e,25-10-15 12:55:47,60,20,0
,OP. CONTIGENCIA,AA018,3358589,15/10/39 23:03:17,80,40,75
000,S.RITA/PINHEIRIN,HA286,,25-10-15 12:04:04,80,80,50
JK54O,S.RITA/PINHEIRIN,45205,4075184378434,31/11/33 13:05:05,100,20,50
MT19,OPER S/LINHA,NA662,,25-10-15 00:7:0,80,40,25
E2,,3T796J,889973865074T,25/10/15 17:34:48,80,20,25
,,4M8743,3439j,,40,0,0
4,,05037,7649067558,25-10-15 00:18:48,80,40,50
OUZ90,,76693,3352720,25-10-15 17:00:28,80,20,50
335,OPER S/LINHA,,3348151,,60,40,50
000,,Z14821,,25/10/15 14:24:06,60,40,50
,,09070,,,20,20,25
,FUTURAMA,NW111,804412,25/10/15 07:53:05,80,40,75
,,451159,49037,30/12/75 00:09:02,60,0,50
545,TRABALHADOR,JA300,01800988460,,80,80,50
74975,TRABALHADOR,,2303781207,25/10/15 22:08:08,80,40,50
,BAIRRO NOVO B,697469,3360209,25-10-15 12:11:44,80,40,25
,INTERBAIRR II H,09214,3361082,25-10-15 19:01:3,80,40,50
040,OPER S/LINHA,ZL1925,48572655,25-10-15 23:1:46,100,60,50
,BAIRRO NOVO B,,3341445,,40,20,25
66M1,,1I754,,21/03/54 23:05:36,60,0,25
,OPER S/LINHA,,,,20,20,0
KO,,,,,20,0,0
,,,,25/10/15 20:40:30,20,20,25
,CABRAL / OSÓRIO,MC307,,,40,40,25
,B.VISTA/BARREIR,,3338133,,40,20,25
C,BRACATINGA,64846,8162,25-10-15 23:04:09,100,40,50
,C.RASO/CAIUÁ,,629W,25/10/15 12:23:19,60,40,25
9,,36000,3342187,25/10/15 12:23:16,80,20,75
,INTERBAIRROS IV,LB600,,25-10-15 13:10:31,60,60,25
CV7B,,07A2614,3351647,,60,0,25
,,9O325,190245834,,40,0,25
ARA,INTERBAIRROS IV,GB606,97,09/10/43 09:06:01,100,60,100
000,,,0l,21/07/76 23:02:44,60,20,50
,OP. CONTIGENCIA,,,25/10/15 10:04:58,40,40,25
168,,,,,20,20,25
M,,CZ778I,3344719,,60,0,25
000,RAPOSO TAVARES,,3344719,25/10/15 07:59:30,80,60,75
646,,,3356685,23/05/01 23:03:07,60,20,75
646,POMPÉIA / JANAÍNA,18594,2730663294074o,,80,60,50
M77S,,0L879,3356685,25-10-15 00:02:00,80,20,25
629,,LA010,,25-10-15 20:47:05,60,60,50
J,OPER S/LINHA,379506,954238,,80,20,25
5,,,,31/05/03 20:08:01,40,0,25
777,V. VELHA,EI025,,,60,60,50
,,,86466934757U,25/10/15 18:25:58,40,20,25
000,OPER S/LINHA,500493,10049816,25/10/15 16:00:55,100,80,75
C0,OPER S/LINHA,,3354898,,60,20,25
,OPER S/LINHA,70905,69,,60,20,50
,FAZENDINH/PORTÃO,3KQ163C,3358368,25-10-15 04:7:03,80,40,25
,,,567994737M,31/06/48 19:54:01,40,0,25
,OP. CONTIGENCIA,DR493,,25-10-15 11:58:1,60,40,25
000,OP. CONTIGENCIA,C7M207,,25-10-15 00:23:16,80,60,25
8,STA.FEL/SCÂNDIDA,DY209,26951E,25-10-15 00:57:28,100,40,25
ARA,OPER S/LINHA,XU955,4880392,25/10/15 09:05:34,100,60,100
5E79,C.COMPRIDO/CIC,080365,8075213G,25/10/15 08:31:03,100,40,25
,,,3504285,,20,0,25
169,,,,,20,20,25
,OPER S/LINHA,,,25-10-15 12:06:00,40,40,0
63VK3,,Z8E722,,,40,0,0
,OPER S/LINHA,,604h,25/10/15 13:48:23,60,40,25
,CABRAL / PORTÃO,,,24/03/03 00:46:33,40,20,25
,INTERBAIRR II H,,,25-10-15 15:9:3,40,40,0
020,,,,25/10/15 13:11:58,40,40,50
,MAD. SÃO BRÁZ,,,25/10/15 06:27:12,40,40,25
040,S.RITA/PINHEIRIN,,4b,,60,40,25
ARA,,,3491983,18/08/59 20:02:05,60,20,75
,,120273,,,20,0,0
,OPER S/LINHA,23051T,,30/01/75 00:09:06,60,20,25
000,,KZ574,3490675,25-10-15 00:48:07,80,40,75
,V. LEONICE,,,25-10-15 20:00:01,40,40,0
,OPER S/LINHA,03060,3456508,,60,40,50
74LZ9,OPER S/LINHA,7QB977C,,25-10-15 21:55:26,80,40,0
,,TY5655,,25/10/15 20:29:20,40,20,25
010,OPER S/LINHA,720283,33,25/10/15 20:29:18,100,60,75
Y515T,OPER S/LINHA,,3496487,25/10/15 15:46:11,80,40,50
,V. AUTÓDROMO,,,,20,20,0
000,OPER S/LINHA,M87927,3496487,,80,60,50
T5QZ6,SÃO FRANCISCO,WN877,335047583,25/10/15 16:50:24,100,40,75
511,,,3496487,25/10/15 16:50:21,60,40,75
3,,00070,5,,60,20,50
81HX,BAIRRO NOVO B,GA002,,,60,40,25
,,,3507166,,20,0,25
000,OPER S/LINHA,,5045,25/10/15 19:03:27,80,80,75
2N,OPER S/LINHA,,,,40,20,0
W23V5,,,,20/11/69 00:51:56,40,0,25
XGQF5,N. SRA. DA LUZ,35559,13402433,,80,20,50
000,INTERBAIRROS IV,,1934962081178d,,60,40,25
000,COLINA VERDE,,,,40,40,25
000,OPER S/LINHA,00049,,10/12/45 04:35:04,80,80,75
7S6,,00049,3502094,,60,20,75
207,BAIRRO NOVO A,,713,09/12/24 22:03:19,80,40,75
,,,,25-10-15 03:02:43,20,20,0
020,OPER S/LINHA,61U113G,36,30/01/46 21:47:53,100,40,75
000,OPER S/LINHA,,72267943u,25/10/15 17:52:10,80,80,50
K,IGUAPE I,,3482952,25/10/15 12:00:31,80,40,50
N,,80592,1931503818554,,60,0,25
,TUBO SAO PEDRO  ,,2,27/03/81 00:56:08,60,20,50
,OP. CONTIGENCIA,8013202,258062178577,25/10/15 17:15:52,80,40,25
000,,,3442583,25-10-15 00:2:06,60,40,50
,OPER S/LINHA,LP888,3442583,,60,20,50
,V. ESPERANÇA,82498,,31/10/54 21:09:31,60,20,50
,,,,25/10/15 16:36:11,20,20,25
R9,,,,,20,0,0
,OPER S/LINHA,,3430792,,40,20,25
236,OP. CONTIGENCIA,,,25/10/15 18:10:05,60,60,50
P9,,43965,3P,,60,0,25
,,WD572,3430816,25/10/15 13:43:22,60,20,75
,,,3430816,01/11/15 00:02:38,40,0,50
000,,RF693,,,40,20,50
000,OPER S/LINHA,,92368399e,,60,60,25
,,,,20/12/68 00:23:07,20,0,25
14L7,OSTERN/S.CERCADO,V0T538I,,,60,20,0
646,,,3437356,,40,20,50
,,O5M675,3437356,,40,0,25
60P3,OPER S/LINHA,T105080,,09/05/37 05:04:07,80,20,25
6,OPER S/LINHA,00042,,01/03/84 13:30:12,80,40,50
,,,3456859,25-10-15 00:06:28,40,20,25
030,,,,11/10/30 22:06:02,40,20,50
000,,08058,3107792304T,25/10/15 12:24:48,80,60,75
7,FUTURAMA,00Q821,3638137709,25-10-15 3:25:56,100,40,25
000,,FL334,,,40,20,50
87UO,OPER S/LINHA,754572,3467536,,80,20,25
,,,3467536,,20,0,25
000,ITUPAV/H.MILITAR,,3463057,25/10/15 20:58:51,80,60,75
021,INTERB II ANTI H,,,,40,60,25
000,OPER S/LINHA,JL145L,43786552190U,09/11/71 22:10:03,100,60,50
,,,,25-10-15 00:44:44,20,20,0
000,,,,25-10-15 16:02:7,40,40,25
,OPER S/LINHA,26A0220,165448D,,60,20,0
5M6L,,Y41958Z,,,40,0,0
646,B.ALTO/BOA VISTA,,3470034,25-10-15 23:13:43,80,60,50
000,OPER S/LINHA,PW598,82910Q,25/10/15 19:40:47,100,80,75
OPC,OP. CONTIGENCIA,8XE467,3470034,09/01/32 22:28:24,100,60,75
M83,,M666059,3488945,25/10/15 16:27:30,80,20,75
,V. VERDE,,631,25/10/15 07:45:40,60,40,50
822,GABINETO,AA017,33X,25-10-15 00:04:4,100,100,50
822,OPER S/LINHA,PJ7809,3485857,,80,40,50
812,OPER S/LINHA,N4T014,,16/11/09 06:45:33,80,40,50
,,08059,979,25-10-15 00:01:00,60,40,50
,,130672T,3446300,,40,0,25
,OPER S/LINHA,,,25-10-15 00:33:05,40,40,0
000,,J03807,0540162,,60,20,50
030,OPER S/LINHA,61397,7437,25/10/15 07:03:49,100,60,100
000,TUBO MARECHAL,KA602,,,60,60,50
X67G,OPER S/LINHA,,,,40,20,0
,,IY466,3492743,07/11/51 06:00:09,60,0,75
FK3,,83223,3492743,,60,0,75
000,OPER S/LINHA,09053,7505384345,05/12/44 20:44:15,100,80,100
61H,OP. CONTIGENCIA,,,25-10-15 18:1:49,60,40,25
,,,3494680,25-10-15 21:30:47,40,20,25
000,OPER S/LINHA,51786,,30/04/15 01:07:05,80,60,75
,OPER S/LINHA,4M769,,25-10-15 3:7:09,60,40,0
,,,,03/07/52 22:23:08,20,0,25
000,,,,,20,20,25
040,OPER S/LINHA,,4257435280889,25/10/15 06:53:51,80,60,50
,PORTO BELO,32689S,,25-10-15 6:02:6,60,40,0
629,INTERBAIRROS III,JA015,,,60,60,50
822,INTERBAIRR II H,AA017,1,,80,60,75
,OPER S/LINHA,,,25-10-15 00:08:04,40,40,0
000,OPER S/LINHA,OE214,,25/10/15 17:31:19,80,80,75
000,,,,25-10-15 21:03:24,40,40,25
C41,,08942,3461693,25/10/15 12:29:39,80,20,100
,NIVALDO BRAGA,,3468325,25-10-15 4:6:07,60,40,25
,JD. ITÁLIA,,,25/10/15 12:57:06,40,40,25
6,,46779,,25-10-15 00:1:46,60,20,25
,,,3461686,,20,0,25
655,OPER S/LINHA,KC636,,,60,40,50
9P9W,V. RENO,,3y,,60,20,0
,,,3471351,25/10/15 18:45:49,40,20,50
W69I,,WS094W,3464820,13/12/64 00:42:55,80,0,50
000,OPER S/LINHA,603918,3464431,15/10/33 22:19:05,100,60,75
000,,06055,3428726,30/12/22 20:21:01,80,40,100
,JD.INDEPEND./CIC,ZX4891,1106231783302,,60,20,0
85Z,V. ESPERANÇA,,,,40,20,25
,,S4N395,3467098,17/02/02 19:54:01,60,0,50
000,,38674,3473154,31/11/61 00:07:50,80,20,100
385,OPER S/LINHA,,8328170542,25-10-15 22:15:30,80,60,50
,,,,25-10-15 3:11:45,20,20,0
R7C3,,LIS630,,,40,0,0
6V14,,11872,,25-10-15 00:02:08,60,20,25
HTAO7,TERMINAL PINHEIRINHO,12825,49583y,,80,20,25
000,OPER S/LINHA,,8692,,60,60,50
FI,OPER S/LINHA,,1205H,,60,20,0
000,OPER S/LINHA,EB096,3429472,,80,60,75
5,,BD0181,3424636,25-10-15 05:04:3,80,20,25
37,INTERBAIRROS IV,,,31/10/01 02:04:50,60,20,25
,CABRAL / OSÓRIO,64576,05b,26/09/48 03:24:06,80,20,50
,,VI120,7971138055n,08/11/91 23:03:05,60,0,50
,,,,,0,0,0
K9DA3,PIRINEUS,EA173,3455170,,80,40,50
,AHÚ/LOS ANGELES,,,25-10-15 23:24:03,40,40,0
,,GA172,3414717,09/07/37 20:44:16,60,20,75
,,03039,3414717,25/10/15 12:43:01,60,40,75
385,CRISTO REI,,111420224D,25/10/15 06:25:37,80,80,50
000,SOLITUDE,,3435575,25-10-15 00:48:17,80,60,50
,,,4625808311982t,25/10/15 13:02:07,40,20,25
000,,,18,27/05/53 09:04:08,60,20,75
B,HIGIENÓPOLIS,,6293474N,25-10-15 14:01:56,80,40,0
,,KB600,,25-10-15 23:09:14,40,40,25
,INTERBAIRROS V,DB022,,,40,40,25
639,,,,25-10-15 22:48:25,40,40,25
,,LB603,3448654,25-10-15 14:3:21,60,40,50
OPC,OP. CONTIGENCIA,MX856N,3448654,,80,60,50
4350,BAIRRO NOVO B,,,,40,20,0
LI8Q,,33417,,25-10-15 15:50:8,60,20,25
,,,3452059,25-10-15 08:10:58,40,20,25
EI81,NILO PEÇANHA,UI268,32055069404,25-10-15 22:48:05,100,40,25
MH4D,INTERBAIRROS IV,,3452213,,60,20,25
,CENTENÁRIO/HAUER,MJ867,,25-10-15 22:21:06,60,40,25
021,,EA206,,25-10-15 00:40:50,60,60,50
627,V. NORI,49711M,3442429,,80,40,50
,,,,,0,0,0
,,JK351N,3450774,06/04/18 16:03:05,60,0,50
,,5SL5364,684,25/10/15 20:06:32,60,20,50
,SISTEMA ARAUCARIA,06001,,26/12/87 22:06:20,60,40,50
000,,,,,20,20,25
2,OPER S/LINHA,,2812824o,,60,20,0
Q5J3J,,VQ298,,25-10-15 17:25:22,60,20,25
,,JY543,3453893,25/10/15 21:40:22,60,20,75
OPC,OP. CONTIGENCIA,77657,,25/10/15 09:04:06,80,80,75
5HC0,OPER S/LINHA,,3453893,,60,20,25
205,OPER S/LINHA,6VW174,,,60,40,25
000,OPER S/LINHA,,846001G,,60,60,25
EY0,,11231,687,06/11/12 00:03:02,80,0,100
,OPER S/LINHA,IG928,3452136,22/08/41 04:36:27,80,20,75
885,TINGUI,,3461090,25-10-15 8:7:04,80,40,50
,OPER S/LINHA,,6J,,40,20,0
2,OPER S/LINHA,48282,,25/10/15 08:49:26,80,40,50
,,NY526,,,20,0,25
,CENTENÁRIO/HAUER,,,,20,20,0
472,S.RITA/PINHEIRIN,HA286,3453928,25-10-15 20:1:6,100,80,75
,PETRÓPOLIS,03041,3453928,25/10/15 23:15:07,80,60,75
000,,,6739769261,25/10/15 20:06:52,60,40,75
826,C.COMPRIDO/CIC,IT6699,50404992d,25-10-15 00:51:6,100,80,25
000,OPER S/LINHA,08042,,,60,80,50
,,451487M,3447826,,40,0,25
,,AO283,3447826,,40,0,50
,OPER S/LINHA,,,,20,20,0
,,,,,0,0,0
,,,,30/11/24 00:03:08,20,0,25
,,,3514347,30/01/31 05:02:06,40,0,50
000,,02084,1327x,31/11/99 12:03:03,80,40,75
5E,,MN607,7459,25-10-15 11:06:20,80,40,50
3,,,245272575098,08/05/54 02:07:15,60,0,25
000,OPER S/LINHA,,,25/10/15 11:13:45,60,80,50
,,,,25-10-15 6:40:15,20,20,0
,,01313,,18/03/05 13:05:53,40,0,50
Z94WR,OPER S/LINHA,00004,3474584,,80,40,50
523,,ME5927,3474584,04/10/36 20:19:08,80,20,75
ZJF4W,,20696,,,40,0,25
,,DA013,447434,25-10-15 00:29:49,60,40,50
,,XW365,56,30/12/30 16:17:06,60,0,75
,OPER S/LINHA,YHV748L,4,25/10/15 23:27:25,80,40,50
000,V. ESPERANÇA,,24B,,60,40,25
8,INTERBAIRR II H,QB407,3504050,,80,20,50
000,INTERBAIRROS IV,,3504050,25-10-15 20:05:2,80,60,50
,INTERBAIRROS III,EC513,3504050,02/05/01 19:03:31,80,20,75
,,03042,,12/08/49 00:36:06,40,20,50
,TARUMÃ,RD4266,,31/03/75 13:09:04,60,20,25
,V. CUBAS,,,25-10-15 8:08:8,40,40,0
718,,,3496771,25-10-15 00:1:20,60,40,50
,,8P4773,,,20,0,0
000,OPER S/LINHA,FR125,3460965,25/10/15 14:19:22,100,80,100
,,,,04/11/44 01:39:06,20,0,25
,,JS8127,73228819,25/10/15 22:21:23,60,20,50
C8D8,,GC004,3481231,,60,20,50
,OPER S/LINHA,,719,10/01/96 03:19:40,60,20,50
030,LONDRINA,29504,,08/02/06 18:35:01,80,40,75
,,,3490930,,20,0,25
,SÃO BENEDITO,,,,20,20,0
,SISTEMA ARAUCARIA,L57437,3506985,25/10/15 10:02:46,80,40,50
000,,18046,,,40,20,50
000,OPER S/LINHA,06035,,,60,80,50
040,,03009,3513150,30/12/05 00:36:03,80,40,100
,OP. CONTIGENCIA,00019,3468137,,60,40,50
IJI90,CENT./BOQUEIRÃO ,,3468137,,60,20,25
,,56549,1987000419884t,,40,0,25
E69,,WW577,555M,,60,0,50
G,OPER S/LINHA,EA303,45l,,80,40,25
,,,3512768,,20,0,25
000,OPER S/LINHA,,,,40,60,25
,JD.PARANAENSE,UM482,3493476,25-10-15 00:42:43,80,40,50
000,PIRINEUS,,,25-10-15 00:5:1,60,60,25
2NV6,,59924,3475807,25-10-15 22:07:55,80,20,50
,,,,,0,0,0
1X9,,EJ635,3444069,20/10/24 15:07:02,80,0,100
OPC,,KX851,3423565,08/10/59 23:35:46,80,20,100
020,,46867,48295X,,60,20,50
,,,91460306,03/11/01 00:07:04,40,0,50
,TRABALHADOR,03044,,25/10/15 07:13:46,60,60,50
,,0V608,3436221,25/10/15 17:44:40,60,20,50
000,BAIRRO NOVO C,WU104,4382863,25/10/15 17:14:28,100,60,100
TMA,,48649,3468477,,60,20,75
20M,OPER S/LINHA,,3468477,25-10-15 13:47:09,80,40,50
7,,9DG340,,25/10/15 12:09:16,60,20,25
216,,K728649,574,,60,20,50
000,OPER S/LINHA,,922581929083,,60,60,25
000,,,2202026719746D,,40,20,25
,,,,25/10/15 19:45:16,20,20,25
8Z226,OPER S/LINHA,09065,,30/11/42 21:15:29,80,40,50
000,,09065,3426514,25-10-15 00:41:35,80,60,75
468,,4OL7411,1021271,25/10/15 10:59:43,80,40,75
,INTERB II ANTI H,,407,25-10-15 21:01:33,60,40,25
20J31,OPER S/LINHA,8PJ7315,,08/01/69 00:03:02,80,20,25
40,,AA277,,25/10/15 18:49:59,60,40,50
OPC,OP. CONTIGENCIA,,73700212Q,25/10/15 18:49:14,80,80,50
040,INTERBAIRROS IV,,71083424099W,25/10/15 11:57:43,80,80,50
,OPER S/LINHA,03013,3428010,25/10/15 21:23:28,80,60,75
,,79324,3444681,25-10-15 3:05:5,60,20,50
,,URQ745,82855013257,08/01/76 01:01:37,60,0,25
000,,R4I010W,,25/10/15 07:43:40,60,40,50
8,SÃO BERNARDO,,,,40,20,0
541,BAIRRO NOVO A,GA158,7446476768q,25/10/15 18:37:45,100,100,75
763,IGUAPE II,,3480667,25-10-15 18:08:48,80,40,50
,OPER S/LINHA,JC282,3480667,,60,20,50
,,,,,0,0,0
B10D,INTERBAIRROS V,,3515345,,60,20,25
07259,TARUMÃ,,752766244025,,60,20,0
,XAXIM/CAPÃO RASO,DM196,10061808,31/07/17 11:03:03,80,20,75
6,JD. ORDEM,WJ352,,25-10-15 00:08:7,80,40,25
,,,5i,,20,0,0
V,,46546,3515587,25/10/15 06:25:21,80,20,75
8R9H,,,3486548471142x,,40,0,0
,,,,,0,0,0
6IZ1,OPER S/LINHA,05056,3465545,25-10-15 00:45:09,100,60,50
,OPER S/LINHA,197419K,22203033,,60,20,25
,,RPJ400,,25/10/15 10:43:43,40,20,25
000,OPER S/LINHA,SEK936,,,60,60,25
,,,5979053,,20,0,25
,OPER S/LINHA,,65249848,,40,20,25
638,OPER S/LINHA,OB3808,,30/01/14 08:07:29,80,40,50
000,SÃO BRAZ,BK683,,,60,40,50
,,UB832,4860,25/10/15 16:49:34,60,20,75
HX,,,6277823M,,40,0,0
000,IGUAPE I,YV458,07c,,80,40,50
000,TINGUI,06031,3517603,25/10/15 10:32:32,100,80,100
G65DS,INTERB II ANTI H,DQQ4327,3517603,09/12/37 08:57:10,100,20,50
98VH,,03046,,,40,20,25
G6SZ0,,375793,,31/08/74 09:07:09,60,0,25
965,SÃO BERNARDO,,08496K,25-10-15 9:7:04,80,80,25
965,INTERBAIRROS III,,,,40,40,25
TXA,OPER S/LINHA,49361J,,25/10/15 16:04:56,80,60,50
000,,,00804801951,31/03/91 00:06:04,60,20,50
3A,,601281,,,40,0,0
000,,,3518181,,40,20,50
265,AHÚ/LOS ANGELES,HN606,3512582,25/10/15 10:05:20,100,100,100
225,OPER S/LINHA,S4J461,,,60,40,25
,OPER S/LINHA,,805908701630Z,25-10-15 00:05:51,60,40,0
,,WKY269,3513063,19/06/95 14:22:06,60,0,50
OPC,JD. IPÊ,03618,10057174,25/10/15 12:26:29,100,60,100
,AGRÍCOLA,2O479,,10/11/48 20:31:09,60,20,25
OPC,OPER S/LINHA,,,,40,40,25
,,,3513610,03/04/37 10:00:39,40,0,50
467,BAIRRO NOVO A,T2V947,,,60,20,25
,OPER S/LINHA,CC301,,25/10/15 19:18:56,60,60,50
,,,6673220246732,25-10-15 23:34:3,40,20,0
650,,BC002,3494341,25-10-15 23:09:31,80,60,75
,CABRAL / PORTÃO,,3504944,,40,20,25
55G,ABRANCHES,7O963,,,60,20,25
7,V. VELHA,97371,,25-10-15 5:45:08,80,40,25
T7,ABRANCHES,,3480046,,60,20,25
,,JC011,30007642873,25-10-15 13:3:07,60,40,25
AWSV6,OPER S/LINHA,,3480046,24/11/19 23:03:31,80,20,50
389,MAD. TARUMÃ / AUGUSTA,LAI405,,,60,60,25
389,,AC022,,,40,40,50
338,,WE6356,,,40,20,25
000,,03003,50638721z,25/10/15 15:34:42,80,60,75
,OPER S/LINHA,957349,3478362,25-10-15 20:59:9,80,40,25
,CENT./BOQUEIRÃO ,34V504,64717237,28/06/27 06:02:01,80,20,50
3L3,,,,03/12/26 00:03:38,40,0,50
,,,0121953,,20,0,25
000,INTERBAIRROS III,,3508356,25/10/15 21:04:02,80,60,75
KOY,OPER S/LINHA,,3508356,30/02/05 20:03:07,80,20,75
E567U,TRINDADE,,3508356,22/01/62 06:44:05,80,20,50
,OPER S/LINHA,NM240,0881,25-10-15 23:41:59,80,40,50
W,TUBO MARECHAL,,7195992,25-10-15 00:00:58,80,40,25
C,,REB576Y,,,40,0,0
,,V26687,,,20,0,0
,,GN602,,,20,20,25
000,OPER S/LINHA,,3436763,25-10-15 00:09:4,80,80,50
IM,OPER S/LINHA,AC003,77,25/10/15 13:17:09,100,60,75
166,,AC003,,25/10/15 13:17:07,60,60,75
534,JD. ITÁLIA,DC293,,15/03/57 00:00:00,80,60,75
913,,,,,20,20,25
370H,OPER S/LINHA,03009,3479738,25-10-15 12:58:02,100,60,50
ARA,,,3499310,09/06/88 03:02:09,60,20,75
000,OPER S/LINHA,,,,40,60,25
000,BAIRRO NOVO A,32041,,31/10/30 00:37:42,80,40,75
000,INTERBAIRR II H,8Z626F,,,60,40,25
000,VITÓRIA RÉGIA,,,26/02/76 00:05:02,60,40,50
,OPER S/LINHA,03014,3427032,13/07/97 23:09:33,80,40,75
000,,,541629189,07/10/29 04:07:59,60,20,75
,OPER S/LINHA,05044,,,40,40,25
000,OPER S/LINHA,,,27/04/76 00:07:07,60,60,50
3Q4PK,,MXA019,7178979c,,60,0,0
000,SÃO BERNARDO,06051,3427144,25-10-15 00:3:6,100,80,75
,OP. CONTIGENCIA,,375832055l,,40,20,0
000,OPER S/LINHA,,,25-10-15 0:42:01,60,80,25
,OPER S/LINHA,,,25/10/15 20:20:51,40,40,25
,,60019,,25-10-15 23:05:9,40,20,25
470,STA. INÊS,4E0869,3457688,25/10/15 20:03:53,100,60,75
000,SÃO BENEDITO,03042,,,60,60,50
,,,94370d,,20,0,0
658,OPER S/LINHA,,6698911393991,24/10/48 14:43:35,80,40,50
658,RAPOSO TAVARES,,0078709682512C,13/08/50 16:00:49,80,40,50
000,,65937,3489218,25/10/15 21:05:58,80,40,100
0,OPER S/LINHA,XN804,4951531623957l,,80,20,25
,OPER S/LINHA,93802,,,40,20,25
,B.VISTA/BARREIR,,,25/10/15 12:08:05,40,40,25
000,,05041,,,40,40,50
000,OPER S/LINHA,,,31/05/46 10:45:26,60,60,50
PGA,BANES/CALIFÓRNIA,021276,3445329,03/10/86 00:01:45,100,20,75
J67WT,,L9R676,3432957,25/10/15 13:38:29,80,20,50
000,,GD6495,3457021,,60,20,50
,,935168,3457021,25/10/15 08:06:42,60,20,50
